,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak
1188,"Saturday, Jun 5",CLE,@,BAL,W,10.0,4.0,9.0,31-25,2.0,3.0,Civale,Means,None,3:28,D,9969.0,1.16,1.0
1189,"Sunday, Jun 6",CLE,@,BAL,L,5.0,18.0,9.0,31-26,2.0,4.0,Lopez,Quantrill,None,3:10,D,9423.0,1.27,-1.0
1190,"Tuesday, Jun 8",CLE,@,STL,W,10.0,1.0,9.0,32-26,2.0,4.0,Bieber,Martinez,None,3:10,N,16178.0,1.24,1.0
1191,"Wednesday, Jun 9",CLE,@,STL,L,2.0,8.0,9.0,32-27,2.0,4.0,Wainwright,Mejia,None,2:59,N,16331.0,1.24,-1.0
1192,"Friday, Jun 11",CLE,Home,SEA,W,7.0,0.0,9.0,33-27,2.0,4.5,Civale,Dunn,None,2:56,N,22970.0,1.22,1.0
1193,"Saturday, Jun 12",CLE,Home,SEA,W-wo,5.0,4.0,10.0,34-27,2.0,4.5,Karinchak,Sewald,None,3:41,D,20116.0,1.25,2.0
1194,"Sunday, Jun 13",CLE,Home,SEA,L,2.0,6.0,9.0,34-28,2.0,5.5,Gilbert,Bieber,None,3:17,D,17371.0,1.32,-1.0
1195,"Monday, Jun 14",CLE,Home,BAL,W,4.0,3.0,9.0,35-28,2.0,4.5,Sandlin,Kremer,Clase,2:46,N,11181.0,1.19,1.0
1196,"Tuesday, Jun 15",CLE,Home,BAL,W,7.0,2.0,9.0,36-28,2.0,4.5,Karinchak,Harvey,None,3:21,N,12025.0,1.20,2.0
1197,"Wednesday, Jun 16",CLE,Home,BAL,W,8.0,7.0,9.0,37-28,2.0,4.5,Civale,Akin,Clase,3:05,N,12825.0,1.29,3.0
1198,"Thursday, Jun 17",CLE,Home,BAL,W,10.0,3.0,9.0,38-28,2.0,3.5,Stephan,Lopez,None,3:03,D,15121.0,1.29,4.0
1199,"Friday, Jun 18",CLE,@,PIT,L,10.0,11.0,9.0,38-29,2.0,3.5,Kuhl,Mejia,Rodriguez,3:07,N,16965.0,1.33,-1.0
1200,"Saturday, Jun 19",CLE,@,PIT,L,3.0,6.0,9.0,38-30,2.0,3.5,Stratton,Shaw,None,3:14,D,16830.0,1.37,-2.0
1201,"Sunday, Jun 20",CLE,@,PIT,W,2.0,1.0,9.0,39-30,2.0,2.5,Maton,Brubaker,Karinchak,2:31,D,16582.0,1.31,1.0
1202,"Monday, Jun 21",CLE,@,CHC,W,4.0,0.0,9.0,40-30,2.0,2.0,Shaw,Alzolay,None,3:12,N,32934.0,1.36,2.0
1203,"Tuesday, Jun 22",CLE,@,CHC,L,1.0,7.0,9.0,40-31,2.0,2.0,Hendricks,Morgan,None,2:51,N,35493.0,1.36,-1.0
1204,"Thursday, Jun 24",CLE,@,MIN,W,4.0,1.0,9.0,41-31,2.0,2.0,Parker,Alcala,Karinchak,2:58,N,18812.0,1.43,1.0
1205,"Friday, Jun 25",CLE,@,MIN,L,7.0,8.0,9.0,41-32,2.0,2.0,Jax,Wittgren,Robles,2:46,N,16892.0,1.48,-1.0
1206,"Sunday, Jun 27",CLE,@,MIN,L,2.0,8.0,9.0,41-33,2.0,2.5,Happ,Hentges,None,2:58,D,20215.0,1.46,-2.0
1207,"Monday, Jun 28",CLE,Home,DET,W,13.0,5.0,9.0,42-33,2.0,2.0,Morgan,Manning,None,2:58,N,13128.0,1.44,1.0
1209,"Wednesday, Jun 30 (2)",CLE,Home,DET,L,1.0,7.0,7.0,42-35,2.0,4.0,Peralta,Allen,None,2:27,N,11627.0,1.46,-2.0
1210,"Thursday, Jul 1",CLE,Home,HOU,L,2.0,7.0,9.0,42-36,2.0,5.0,Valdez,Mejia,None,3:04,N,13772.0,1.41,-3.0
1211,"Friday, Jul 2",CLE,Home,HOU,L,3.0,6.0,9.0,42-37,2.0,6.0,McCullers,Hentges,Pressly,3:29,N,24337.0,1.37,-4.0
1212,"Saturday, Jul 3",CLE,Home,HOU,L,2.0,3.0,9.0,42-38,2.0,6.0,Odorizzi,Morgan,Pressly,3:24,N,24961.0,1.21,-5.0
1213,"Sunday, Jul 4",CLE,Home,HOU,L,3.0,4.0,10.0,42-39,2.0,6.0,Taylor,Clase,Raley,3:16,D,17412.0,1.16,-6.0
1214,"Monday, Jul 5",CLE,@,TBR,L-wo,8.0,9.0,9.0,42-40,2.0,6.0,Fairbanks,Clase,None,3:39,N,8832.0,1.19,-7.0
1216,"Wednesday, Jul 7 (2)",CLE,@,TBR,L,0.0,4.0,7.0,42-42,2.0,8.0,Fleming,Hentges,None,2:04,N,10905.0,1.02,-9.0
1217,"Thursday, Jul 8",CLE,Home,KCR,W-wo,7.0,4.0,9.0,43-42,2.0,7.5,Karinchak,Holland,None,3:10,N,13272.0,.84,1.0
1218,"Friday, Jul 9",CLE,Home,KCR,W-wo,2.0,1.0,9.0,44-42,2.0,7.5,Karinchak,Brentz,None,2:26,N,21395.0,.94,2.0
1219,"Saturday, Jul 10",CLE,Home,KCR,W,14.0,6.0,9.0,45-42,2.0,7.5,Quantrill,Minor,None,3:20,N,24077.0,.95,3.0
1220,"Friday, Jul 16",CLE,@,OAK,L-wo,4.0,5.0,9.0,45-43,2.0,8.0,Romo,Clase,None,2:58,N,12361.0,1.02,-1.0
1221,"Saturday, Jul 17",CLE,@,OAK,W,3.0,2.0,9.0,46-43,2.0,8.0,Quantrill,Montas,Karinchak,3:11,D,11374.0,.93,1.0
1222,"Sunday, Jul 18",CLE,@,OAK,W,4.0,2.0,9.0,47-43,2.0,8.0,Plesac,Bassitt,Shaw,2:55,D,8572.0,.97,2.0
1223,"Monday, Jul 19",CLE,@,HOU,L,3.0,4.0,9.0,47-44,2.0,8.5,Greinke,Mejia,Pressly,3:25,N,21963.0,1.01,-1.0
1224,"Tuesday, Jul 20",CLE,@,HOU,L,3.0,9.0,9.0,47-45,2.0,9.5,Garcia,McKenzie,None,3:13,N,26586.0,.96,-2.0
1225,"Wednesday, Jul 21",CLE,@,HOU,W,5.0,4.0,9.0,48-45,2.0,8.5,Shaw,Pruitt,Karinchak,3:07,N,21712.0,.82,1.0
1226,"Thursday, Jul 22",CLE,Home,TBR,L,4.0,5.0,10.0,48-46,2.0,9.0,Fairbanks,Shaw,Castillo,3:39,N,19338.0,.92,-1.0
1227,"Friday, Jul 23",CLE,Home,TBR,L,5.0,10.0,9.0,48-47,2.0,9.0,Wisler,Wittgren,None,3:05,N,23180.0,.86,-2.0
1228,"Saturday, Jul 24",CLE,Home,TBR,L,2.0,8.0,9.0,48-48,2.0,9.0,Head,Mejia,None,2:59,N,23324.0,.75,-3.0
1229,"Sunday, Jul 25",CLE,Home,TBR,W,3.0,2.0,9.0,49-48,2.0,9.0,Karinchak,Wisler,Clase,2:46,D,18614.0,.67,1.0
1230,"Tuesday, Jul 27",CLE,Home,STL,L,2.0,4.0,9.0,49-49,2.0,9.5,Wainwright,Shaw,Reyes,2:51,N,19480.0,.75,-1.0
1231,"Wednesday, Jul 28",CLE,Home,STL,W,7.0,2.0,9.0,50-49,2.0,8.5,Plesac,Kim,None,3:08,D,19927.0,.59,1.0
1232,"Friday, Jul 30",CLE,@,CHW,L,4.0,6.0,9.0,50-50,2.0,9.0,Ruiz,Karinchak,Hendriks,3:42,N,36123.0,1.07,-1.0
1233,"Saturday, Jul 31",CLE,@,CHW,W,12.0,11.0,9.0,51-50,2.0,8.0,Garza,Kopech,Clase,3:37,N,35866.0,.95,1.0
1234,"Sunday, Aug 1",CLE,@,CHW,L-wo,1.0,2.0,9.0,51-51,2.0,9.0,Hendriks,Wittgren,None,2:45,D,34344.0,1.20,-1.0
1235,"Monday, Aug 2",CLE,@,TOR,W,5.0,2.0,10.0,52-51,2.0,8.5,Shaw,Hand,Clase,3:14,D,14653.0,.63,1.0
1236,"Tuesday, Aug 3",CLE,@,TOR,L,2.0,7.0,9.0,52-52,2.0,9.5,Ryu,Plesac,None,2:46,N,14270.0,.71,-1.0
1237,"Wednesday, Aug 4",CLE,@,TOR,L,6.0,8.0,9.0,52-53,2.0,9.5,Matz,Mejia,None,3:16,N,14410.0,.60,-2.0
1238,"Thursday, Aug 5",CLE,@,TOR,L,0.0,3.0,9.0,52-54,2.0,9.5,Stripling,McKenzie,Cimber,2:25,N,14289.0,.52,-3.0
1239,"Friday, Aug 6",CLE,Home,DET,W,6.0,1.0,9.0,53-54,2.0,9.5,Quantrill,Manning,Clase,3:11,N,24485.0,.47,1.0
1240,"Saturday, Aug 7",CLE,Home,DET,L,1.0,2.0,9.0,53-55,2.0,10.5,Alexander,Morgan,Soto,2:39,N,24560.0,.48,-1.0
1241,"Sunday, Aug 8",CLE,Home,DET,W,7.0,5.0,9.0,54-55,2.0,10.5,Shaw,Ramirez,Clase,3:02,D,19899.0,.33,1.0
1242,"Monday, Aug 9",CLE,Home,CIN,W,9.0,3.0,9.0,55-55,2.0,10.5,Garza,Castillo,None,3:09,N,10708.0,.33,2.0
1243,"Tuesday, Aug 10",CLE,Home,OAK,L,3.0,4.0,10.0,55-56,2.0,10.5,Trivino,Wittgren,Chafin,3:42,N,13041.0,.39,-1.0
1244,"Wednesday, Aug 11",CLE,Home,OAK,L,3.0,6.0,9.0,55-57,2.0,10.5,Diekman,Sandlin,Trivino,3:14,N,13560.0,.32,-2.0
1245,"Thursday, Aug 12",CLE,Home,OAK,L,0.0,17.0,9.0,55-58,2.0,11.5,Bassitt,Morgan,None,3:27,D,16559.0,.26,-3.0
1246,"Friday, Aug 13",CLE,@,DET,W,7.0,4.0,9.0,56-58,2.0,11.0,Plesac,Alexander,None,2:57,N,22107.0,.18,1.0
1247,"Saturday, Aug 14",CLE,@,DET,L,4.0,6.0,9.0,56-59,2.0,11.0,Fulmer,Shaw,Soto,3:27,N,32845.0,.23,-1.0
1248,"Sunday, Aug 15",CLE,@,DET,W,11.0,0.0,9.0,57-59,2.0,10.0,McKenzie,Hutchison,None,2:51,D,25684.0,.21,1.0
1249,"Monday, Aug 16",CLE,@,MIN,L-wo,4.0,5.0,10.0,57-60,2.0,11.0,Thielbar,Wittgren,None,3:43,N,15622.0,.27,-1.0
1250,"Tuesday, Aug 17",CLE,@,MIN,W,3.0,1.0,9.0,58-60,2.0,11.0,Morgan,Ober,Clase,3:01,N,19605.0,.20,1.0
1251,"Wednesday, Aug 18",CLE,@,MIN,L-wo,7.0,8.0,11.0,58-61,2.0,12.0,Coulombe,Garza,None,4:16,D,19949.0,.21,-1.0
1252,"Friday, Aug 20",CLE,Home,LAA,W,9.0,1.0,9.0,59-61,2.0,11.5,Stephan,Barria,None,3:02,N,22755.0,.14,1.0
1253,"Saturday, Aug 21",CLE,Home,LAA,W,5.0,1.0,9.0,60-61,2.0,10.5,McKenzie,Detmers,None,2:50,D,31406.0,.15,2.0
1254,"Sunday, Aug 22",CLE,Home,LAA,W,3.0,0.0,9.0,61-61,2.0,9.5,Quantrill,Suarez,Clase,2:47,N,1832.0,.21,3.0
1255,"Tuesday, Aug 24",CLE,Home,TEX,L,3.0,7.0,9.0,61-62,2.0,10.0,Hearn,Morgan,None,3:14,N,11369.0,.37,-1.0
1256,"Wednesday, Aug 25",CLE,Home,TEX,W,7.0,2.0,9.0,62-62,2.0,9.0,Plesac,Latz,None,2:56,N,11398.0,.19,1.0
1257,"Thursday, Aug 26",CLE,Home,TEX,W,10.0,6.0,9.0,63-62,2.0,9.0,Stephan,Lyles,None,3:12,N,10827.0,.28,2.0
1258,"Friday, Aug 27",CLE,Home,BOS,L,3.0,4.0,9.0,63-63,2.0,10.0,Rodriguez,Karinchak,Ottavino,2:58,N,20881.0,.31,-1.0
1259,"Saturday, Aug 28",CLE,Home,BOS,L,3.0,5.0,10.0,63-64,2.0,10.0,Whitlock,Wittgren,Ottavino,3:59,D,26221.0,.20,-2.0
1260,"Sunday, Aug 29",CLE,Home,BOS,W,7.0,5.0,9.0,64-64,2.0,10.0,Shaw,Davis,Clase,3:22,D,22883.0,.16,1.0
1261,"Tuesday, Aug 31",CLE,@,KCR,W,7.0,2.0,9.0,65-64,2.0,10.0,Plesac,Junis,None,2:54,N,11542.0,.16,2.0
1262,"Wednesday, Sep 1",CLE,@,KCR,W,5.0,3.0,11.0,66-64,2.0,10.0,Parker,Santana,Stephan,3:36,N,10516.0,.17,3.0
1263,"Thursday, Sep 2",CLE,@,KCR,W,4.0,2.0,9.0,67-64,2.0,9.5,McKenzie,Minor,Clase,2:56,N,10042.0,.17,4.0
1264,"Friday, Sep 3",CLE,@,BOS,L,5.0,8.0,9.0,67-65,2.0,9.5,Ottavino,Quantrill,Whitlock,3:09,N,31127.0,.23,-1.0
1265,"Saturday, Sep 4",CLE,@,BOS,L-wo,3.0,4.0,9.0,67-66,2.0,10.5,Ottavino,Shaw,None,3:09,D,33081.0,.20,-2.0
1266,"Sunday, Sep 5",CLE,@,BOS,W,11.0,5.0,9.0,68-66,2.0,9.5,Plesac,Crawford,Clase,3:59,D,27578.0,.10,1.0
1267,"Monday, Sep 6",CLE,Home,MIN,L,2.0,5.0,9.0,68-67,2.0,10.0,Pineda,Allen,Colome,2:52,N,12675.0,.16,-1.0
1268,"Tuesday, Sep 7",CLE,Home,MIN,L,0.0,3.0,9.0,68-68,2.0,11.0,Gant,Civale,Colome,3:39,N,10448.0,.11,-2.0
1269,"Wednesday, Sep 8",CLE,Home,MIN,L,0.0,3.0,9.0,68-69,2.0,11.0,Ryan,McKenzie,Duffey,2:23,N,11037.0,.06,-3.0
1295,"Thursday, Apr 1",COL,Home,LAD,W,8.0,5.0,9.0,1-0,1.0,Tied,Gonzalez,Kershaw,Bard,3:46,D,20570.0,1.03,1.0
1296,"Friday, Apr 2",COL,Home,LAD,L,6.0,11.0,9.0,1-1,2.0,1.0,Bauer,Senzatela,None,3:19,N,20363.0,1.08,-1.0
1297,"Saturday, Apr 3",COL,Home,LAD,L,5.0,6.0,9.0,1-2,3.0,2.0,Treinen,Givens,Jansen,3:35,N,20688.0,1.04,-2.0
1298,"Sunday, Apr 4",COL,Home,LAD,L,2.0,4.0,9.0,1-3,4.0,2.0,Urias,Gomber,Knebel,2:51,D,20368.0,1.07,-3.0
1299,"Tuesday, Apr 6",COL,Home,ARI,L,8.0,10.0,13.0,1-4,5.0,3.5,Peacock,Bowden,None,4:29,N,10240.0,.90,-4.0
1300,"Wednesday, Apr 7",COL,Home,ARI,W,8.0,0.0,9.0,2-4,4.0,2.5,Senzatela,Bumgarner,None,2:57,N,12894.0,.83,1.0
1301,"Thursday, Apr 8",COL,Home,ARI,W,7.0,3.0,9.0,3-4,4.0,2.0,Gray,Kelly,Bard,2:51,D,10836.0,.95,2.0
1302,"Friday, Apr 9",COL,@,SFG,L,1.0,3.0,9.0,3-5,4.0,3.0,Cueto,Gomber,McGee,2:54,D,7390.0,1.00,-1.0
1303,"Saturday, Apr 10",COL,@,SFG,L,3.0,4.0,9.0,3-6,4.0,4.0,Baragar,Bowden,McGee,3:13,D,6176.0,.93,-2.0
1304,"Sunday, Apr 11",COL,@,SFG,L,0.0,4.0,9.0,3-7,5.0,5.0,DeSclafani,Marquez,None,3:00,D,6560.0,.86,-3.0
1305,"Tuesday, Apr 13",COL,@,LAD,L,0.0,7.0,9.0,3-8,5.0,6.0,Bauer,Senzatela,None,3:08,N,15021.0,.80,-4.0
1306,"Wednesday, Apr 14",COL,@,LAD,L,2.0,4.0,9.0,3-9,5.0,7.0,Knebel,Gray,Jansen,3:36,N,15093.0,.74,-5.0
1307,"Thursday, Apr 15",COL,@,LAD,L,5.0,7.0,9.0,3-10,5.0,8.0,Nelson,Almonte,Price,3:01,N,15129.0,.70,-6.0
1309,"Saturday, Apr 17 (2)",COL,Home,NYM,W,7.0,2.0,7.0,4-11,5.0,9.0,Marquez,Lucchesi,None,2:11,N,13906.0,.47,1.0
1310,"Sunday, Apr 18",COL,Home,NYM,L,1.0,2.0,9.0,4-12,5.0,9.0,Stroman,Senzatela,Diaz,2:38,D,15082.0,.50,-1.0
1311,"Tuesday, Apr 20",COL,Home,HOU,W,6.0,2.0,9.0,5-12,5.0,8.5,Gray,Garcia,None,3:08,N,10144.0,.45,1.0
1312,"Wednesday, Apr 21",COL,Home,HOU,W,6.0,3.0,9.0,6-12,5.0,8.0,Gomber,Urquidy,None,2:34,D,7120.0,.48,2.0
1313,"Friday, Apr 23",COL,Home,PHI,W-wo,5.0,4.0,9.0,7-12,5.0,6.5,Givens,Neris,None,3:22,N,14025.0,.56,3.0
1314,"Saturday, Apr 24",COL,Home,PHI,L,5.0,7.0,9.0,7-13,5.0,7.5,Nola,Chacin,Neris,3:11,N,20214.0,.60,-1.0
1315,"Sunday, Apr 25",COL,Home,PHI,W,12.0,2.0,9.0,8-13,5.0,6.5,Gray,Anderson,None,3:16,D,20244.0,.53,1.0
1316,"Monday, Apr 26",COL,@,SFG,L,0.0,12.0,9.0,8-14,5.0,6.5,DeSclafani,Gomber,None,2:27,N,4129.0,.66,-1.0
1317,"Tuesday, Apr 27",COL,@,SFG,W,7.0,5.0,10.0,9-14,5.0,5.5,Bard,Santos,Estevez,3:30,N,5595.0,.62,1.0
1318,"Wednesday, Apr 28",COL,@,SFG,L,3.0,7.0,9.0,9-15,5.0,6.5,Wood,Marquez,None,3:20,N,6163.0,.69,-1.0
1319,"Thursday, Apr 29",COL,@,ARI,L,3.0,5.0,9.0,9-16,5.0,7.0,Smith,Stephenson,Crichton,3:01,N,6843.0,.58,-2.0
1320,"Friday, Apr 30",COL,@,ARI,L,2.0,7.0,9.0,9-17,5.0,7.0,Bumgarner,Gray,None,2:58,N,13184.0,.55,-3.0
1321,"Saturday, May 1",COL,@,ARI,W,14.0,6.0,9.0,10-17,5.0,6.0,Gomber,Gallen,None,3:41,N,15734.0,.52,1.0
1322,"Sunday, May 2",COL,@,ARI,L,4.0,8.0,9.0,10-18,5.0,7.0,Devenski,Bard,None,3:29,D,11395.0,.58,-1.0
1324,"Tuesday, May 4 (2)",COL,Home,SFG,W-wo,8.0,6.0,7.0,11-19,5.0,7.0,Bowden,Doval,None,3:04,N,10213.0,.45,1.0
1325,"Wednesday, May 5",COL,Home,SFG,W,6.0,5.0,9.0,12-19,5.0,6.0,Gray,Webb,Bard,3:08,D,9521.0,.55,2.0
1326,"Friday, May 7",COL,@,STL,L,0.0,5.0,9.0,12-20,5.0,7.0,Flaherty,Gomber,None,2:42,N,13435.0,.56,-1.0
1327,"Saturday, May 8",COL,@,STL,L,8.0,9.0,9.0,12-21,5.0,8.0,Martinez,Gonzalez,Reyes,3:39,D,13390.0,.51,-2.0
1328,"Sunday, May 9",COL,@,STL,L,0.0,2.0,9.0,12-22,5.0,8.0,Wainwright,Marquez,Helsley,2:48,D,13380.0,.47,-3.0
1329,"Tuesday, May 11",COL,Home,SDP,L,1.0,8.0,9.0,12-23,5.0,9.5,Diaz,Senzatela,None,3:04,N,8825.0,.44,-4.0
1331,"Wednesday, May 12 (2)",COL,Home,SDP,W-wo,3.0,2.0,8.0,13-24,5.0,9.5,Almonte,Ramirez,None,2:55,N,11968.0,.29,1.0
1332,"Thursday, May 13",COL,Home,CIN,W,13.0,8.0,9.0,14-24,5.0,9.5,Gonzalez,Castillo,None,3:36,N,13647.0,.34,2.0
1333,"Friday, May 14",COL,Home,CIN,W,9.0,6.0,9.0,15-24,5.0,8.5,Marquez,Miley,Bard,3:20,N,20232.0,.36,3.0
1334,"Saturday, May 15",COL,Home,CIN,L,5.0,6.0,12.0,15-25,5.0,8.5,Sims,Santos,Hembree,4:10,N,20136.0,.41,-1.0
1335,"Sunday, May 16",COL,Home,CIN,L,6.0,7.0,9.0,15-26,5.0,9.5,Doolittle,Givens,Antone,3:56,D,15541.0,.32,-2.0
1336,"Monday, May 17",COL,@,SDP,L,0.0,7.0,9.0,15-27,5.0,10.5,Darvish,Gray,None,2:55,N,15250.0,.34,-3.0
1337,"Tuesday, May 18",COL,@,SDP,L-wo,1.0,2.0,10.0,15-28,5.0,11.5,Johnson,Bard,None,3:40,N,15250.0,.27,-4.0
1338,"Wednesday, May 19",COL,@,SDP,L,0.0,3.0,9.0,15-29,5.0,12.5,Musgrove,Gonzalez,Melancon,2:52,D,15250.0,.23,-5.0
1339,"Friday, May 21",COL,Home,ARI,W,7.0,1.0,9.0,16-29,5.0,12.0,Marquez,Frankoff,None,2:45,N,18158.0,.16,1.0
1340,"Saturday, May 22",COL,Home,ARI,W,7.0,6.0,9.0,17-29,5.0,12.0,Kinley,Bumgarner,Bard,3:19,D,20183.0,.17,2.0
1341,"Sunday, May 23",COL,Home,ARI,W-wo,4.0,3.0,9.0,18-29,4.0,12.0,Bard,Crichton,None,3:20,D,19221.0,.19,3.0
1342,"Monday, May 24",COL,@,NYM,W,3.0,2.0,9.0,19-29,4.0,11.0,Gomber,Peterson,Estevez,2:43,N,8438.0,.24,4.0
1343,"Tuesday, May 25",COL,@,NYM,L,1.0,3.0,9.0,19-30,4.0,12.0,Castro,Gonzalez,Diaz,3:04,N,9190.0,.27,-1.0
1345,"Thursday, May 27 (2)",COL,@,NYM,L,2.0,4.0,7.0,19-32,4.0,13.0,Smith,Senzatela,Barnes,2:48,N,9569.0,.19,-3.0
1346,"Saturday, May 29 (1)",COL,@,PIT,L,0.0,7.0,7.0,19-33,4.0,15.0,Brubaker,Gray,None,2:33,D,5279.0,.16,-4.0
1347,"Saturday, May 29 (2)",COL,@,PIT,L,0.0,4.0,7.0,19-34,4.0,15.0,Keller,Gomber,None,2:03,D,7183.0,.13,-5.0
1348,"Sunday, May 30",COL,@,PIT,W,4.0,3.0,9.0,20-34,4.0,14.0,Bard,Rodriguez,None,3:36,D,7917.0,.10,1.0
1349,"Tuesday, Jun 1",COL,Home,TEX,W-wo,3.0,2.0,11.0,21-34,4.0,13.0,Givens,Martin,None,3:21,N,18028.0,.12,2.0
1350,"Wednesday, Jun 2",COL,Home,TEX,W,6.0,3.0,9.0,22-34,4.0,12.5,Senzatela,Evans,Bard,2:49,N,19289.0,.14,3.0
1351,"Thursday, Jun 3",COL,Home,TEX,W,11.0,6.0,9.0,23-34,4.0,12.5,Gomber,Foltynewicz,None,3:01,D,19150.0,.18,4.0
1352,"Friday, Jun 4",COL,Home,OAK,L,5.0,9.0,9.0,23-35,4.0,13.5,Montas,Gray,None,3:43,N,26790.0,.19,-1.0
1353,"Saturday, Jun 5",COL,Home,OAK,L,3.0,6.0,9.0,23-36,4.0,14.5,Irvin,Freeland,Trivino,2:46,N,27459.0,.14,-2.0
1354,"Sunday, Jun 6",COL,Home,OAK,W,3.0,1.0,9.0,24-36,4.0,13.5,Marquez,Kaprielian,Bard,2:59,D,23716.0,.12,1.0
1355,"Tuesday, Jun 8",COL,@,MIA,L,2.0,6.0,9.0,24-37,4.0,14.5,Lopez,Senzatela,None,2:45,N,4863.0,.15,-1.0
1356,"Wednesday, Jun 9",COL,@,MIA,W,4.0,3.0,9.0,25-37,4.0,13.5,Gomber,Garrett,Bard,3:53,N,4563.0,.11,1.0
1357,"Thursday, Jun 10",COL,@,MIA,L,4.0,11.0,9.0,25-38,4.0,14.0,Rogers,Gonzalez,None,3:03,N,4965.0,.15,-1.0
1358,"Friday, Jun 11",COL,@,CIN,L,5.0,11.0,9.0,25-39,4.0,15.0,Mahle,Freeland,None,3:09,N,20505.0,.12,-2.0
1359,"Saturday, Jun 12",COL,@,CIN,L,3.0,10.0,9.0,25-40,4.0,15.5,Miley,Marquez,None,3:02,D,23765.0,.09,-3.0
1360,"Sunday, Jun 13",COL,@,CIN,L,2.0,6.0,9.0,25-41,4.0,15.5,Hendrix,Senzatela,None,3:11,D,18268.0,.08,-4.0
1361,"Monday, Jun 14",COL,Home,SDP,W,3.0,2.0,9.0,26-41,4.0,15.5,Gomber,Lamet,Bard,2:37,N,23027.0,.07,1.0
1362,"Tuesday, Jun 15",COL,Home,SDP,W,8.0,4.0,9.0,27-41,4.0,15.5,Estevez,Hill,None,3:26,N,22871.0,.07,2.0
1363,"Wednesday, Jun 16",COL,Home,SDP,W-wo,8.0,7.0,9.0,28-41,4.0,15.5,Estevez,Adams,None,3:27,D,18798.0,.08,3.0
1364,"Thursday, Jun 17",COL,Home,MIL,W,7.0,3.0,9.0,29-41,4.0,15.5,Marquez,Woodruff,None,3:29,N,22756.0,.10,4.0
1365,"Friday, Jun 18",COL,Home,MIL,W-wo,6.0,5.0,10.0,30-41,4.0,15.5,Chacin,Williams,None,3:30,N,27117.0,.12,5.0
1366,"Saturday, Jun 19",COL,Home,MIL,L,5.0,6.0,9.0,30-42,4.0,15.5,Richards,Kinley,Hader,3:40,N,34198.0,.12,-1.0
1367,"Sunday, Jun 20",COL,Home,MIL,L,6.0,7.0,9.0,30-43,4.0,16.5,Williams,Bard,Boxberger,3:35,D,34224.0,.11,-2.0
1368,"Tuesday, Jun 22",COL,@,SEA,L,1.0,2.0,9.0,30-44,4.0,17.5,Sewald,Kinley,Graveman,2:39,N,12879.0,.06,-3.0
1369,"Wednesday, Jun 23",COL,@,SEA,W,5.0,2.0,9.0,31-44,4.0,17.5,Marquez,Sheffield,Bard,3:00,D,11141.0,.05,1.0
1370,"Friday, Jun 25",COL,@,MIL,L-wo,4.0,5.0,11.0,31-45,4.0,18.5,Williams,Gilbreath,None,4:21,D,31140.0,.07,-1.0
1371,"Saturday, Jun 26",COL,@,MIL,L,4.0,10.0,9.0,31-46,4.0,19.5,Boxberger,Estevez,None,3:40,D,32573.0,.06,-2.0
1372,"Sunday, Jun 27",COL,@,MIL,L,0.0,5.0,9.0,31-47,4.0,19.5,Lauer,Gonzalez,None,3:09,D,25016.0,.04,-3.0
1373,"Monday, Jun 28",COL,Home,PIT,W,2.0,0.0,9.0,32-47,4.0,18.5,Freeland,Anderson,Bard,3:02,D,32092.0,.03,1.0
1374,"Tuesday, Jun 29",COL,Home,PIT,W,8.0,0.0,9.0,33-47,4.0,17.5,Marquez,De Jong,None,2:18,N,27915.0,.03,2.0
1375,"Wednesday, Jun 30",COL,Home,PIT,W,6.0,2.0,9.0,34-47,4.0,17.0,Gray,Kuhl,None,3:27,D,20270.0,.04,3.0
1376,"Thursday, Jul 1",COL,Home,STL,W-wo,5.0,2.0,9.0,35-47,4.0,16.0,Bard,Gallegos,None,2:47,N,30410.0,.04,4.0
1377,"Friday, Jul 2",COL,Home,STL,L,3.0,9.0,10.0,35-48,4.0,17.0,Reyes,Almonte,None,3:50,N,47224.0,.05,-1.0
1378,"Saturday, Jul 3",COL,Home,STL,W,3.0,2.0,9.0,36-48,4.0,17.0,Chacin,Cabrera,Bard,3:23,N,48182.0,.04,1.0
1379,"Sunday, Jul 4",COL,Home,STL,W-wo,3.0,2.0,9.0,37-48,4.0,17.0,Lawrence,Reyes,None,3:16,D,36891.0,.05,2.0
1380,"Tuesday, Jul 6",COL,@,ARI,L-wo,3.0,4.0,9.0,37-49,4.0,16.5,Soria,Bard,None,3:17,N,6847.0,.06,-1.0
1381,"Wednesday, Jul 7",COL,@,ARI,L,4.0,6.0,9.0,37-50,4.0,17.5,Peacock,Senzatela,Soria,3:02,N,7852.0,.04,-2.0
1382,"Thursday, Jul 8",COL,@,ARI,W,9.0,3.0,9.0,38-50,4.0,17.0,Gonzalez,Weems,None,3:23,D,7740.0,.04,1.0
1383,"Friday, Jul 9",COL,@,SDP,L,2.0,4.0,9.0,38-51,4.0,18.0,Diaz,Freeland,Melancon,3:00,N,34953.0,.05,-1.0
1384,"Saturday, Jul 10",COL,@,SDP,W,3.0,0.0,9.0,39-51,4.0,18.0,Marquez,Musgrove,Bard,3:06,N,42351.0,.03,1.0
1385,"Sunday, Jul 11",COL,@,SDP,W,3.0,1.0,9.0,40-51,4.0,18.0,Gray,Stammen,Bard,3:13,D,38235.0,.04,2.0
